"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","VAACTY","INDUSENRG","AGRWTH","A","2003",8.64270971813428,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2004",10.1882138963086,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2005",4.16981743545425,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2006",10.2030488437208,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2007",10.9202324671023,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2008",5.62025763190401,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2009",0.809006380804894,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2010",8.79195828712026,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2011",7.88545481177677,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2012",2.42324183269204,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2013",0.699115302326938,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2014",4.68475204566277,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2015",4.31138116100216,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2016",4.20575506612178,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2017",2.318091478891,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2018",5.44764239261196,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2019",2.95484421608384,
"POL","VAACTY","INDUSENRG","AGRWTH","A","2020",-5.32349645280755,
"POL","VAACTY","MFG","AGRWTH","A","1996",-1.06881496696633,
"POL","VAACTY","MFG","AGRWTH","A","1997",-0.552764270755624,
"POL","VAACTY","MFG","AGRWTH","A","1998",0.203354904016485,
"POL","VAACTY","MFG","AGRWTH","A","1999",2.67252342855081,
"POL","VAACTY","MFG","AGRWTH","A","2000",0.144950453299599,
"POL","VAACTY","MFG","AGRWTH","A","2001",-1.20354044404677,
"POL","VAACTY","MFG","AGRWTH","A","2002",2.47724750277469,
"POL","VAACTY","MFG","AGRWTH","A","2003",12.0157691807824,
"POL","VAACTY","MFG","AGRWTH","A","2004",12.9514321295143,
"POL","VAACTY","MFG","AGRWTH","A","2005",4.78336198100351,
"POL","VAACTY","MFG","AGRWTH","A","2006",16.4921705487151,
"POL","VAACTY","MFG","AGRWTH","A","2007",14.073168131862,
"POL","VAACTY","MFG","AGRWTH","A","2008",8.36169417504377,
"POL","VAACTY","MFG","AGRWTH","A","2009",1.80634854357475,
"POL","VAACTY","MFG","AGRWTH","A","2010",8.38244603546814,
"POL","VAACTY","MFG","AGRWTH","A","2011",7.87275262527919,
"POL","VAACTY","MFG","AGRWTH","A","2012",2.63138829468803,
"POL","VAACTY","MFG","AGRWTH","A","2013",0.162729697798319,
"POL","VAACTY","MFG","AGRWTH","A","2014",8.29722992922744,
"POL","VAACTY","MFG","AGRWTH","A","2015",7.81189526141832,
"POL","VAACTY","MFG","AGRWTH","A","2016",4.93562027238677,
"POL","VAACTY","MFG","AGRWTH","A","2017",2.11165908285878,
"POL","VAACTY","MFG","AGRWTH","A","2018",6.64543826567522,
"POL","VAACTY","MFG","AGRWTH","A","2019",3.9124487764736,
"POL","VAACTY","MFG","AGRWTH","A","2020",-7.21431036650783,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","1996",8.94887462294068,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","1997",-6.33962799943206,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","1998",11.7865534753278,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","1999",9.22497965825875,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2000",-26.6039668497998,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2001",-0.253742704897234,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2002",8.04714661239719,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2003",-0.380630984146916,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2004",-2.17828022216095,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2005",2.96367882741403,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2006",7.25459522878373,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2007",5.16681859617138,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2008",11.4277789334998,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2009",1.60246437239405,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2010",-4.14050776345206,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2011",0.54950321076004,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2012",13.1827280526165,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2013",-3.37993374880692,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2014",2.53936893485967,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2015",5.83985039102346,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2016",2.62629507670067,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2017",-1.53388636719361,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2018",4.10904466698458,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2019",5.08181286103265,
"POL","VAACTY","OTHSERVACT","AGRWTH","A","2020",-7.04218530537124,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1996",9.78440789842266,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1997",6.66515119181272,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1998",4.51372427920895,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1999",6.70539619390842,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2000",6.23371761072025,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2001",0.639143012379036,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2002",2.38420935517643,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2003",0.567920676374286,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2004",3.30644389886172,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2005",4.45130315500686,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2006",6.73911615995797,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2007",5.47913603563146,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2008",2.15327817939513,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2009",2.26575279115509,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2010",4.02830504689594,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2011",1.39345428004862,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2012",3.44991848919188,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2013",0.639805576873881,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2014",0.029232259196087,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2015",2.75795647445085,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2016",4.11752631878309,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2017",8.18822903479415,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2018",5.78011078106579,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2019",4.32110680107343,
"POL","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2020",-6.21338092197015,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","1995",6.32339122492295,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","1996",5.87193342159219,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","1997",5.10404644341661,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","1998",4.3701489211572,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","1999",3.69799821681687,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2000",3.52283982767393,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2001",3.6595142044187,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2002",3.08959677126741,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2003",2.96193784606069,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2004",3.72256512035361,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2005",3.32156564954513,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2006",3.07155073355959,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2007",3.48944800417584,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2008",2.97177217661582,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2009",2.8828862857415,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2010",3.24794072686882,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2011",3.51092123420634,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2012",3.2909407835156,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2013",3.48472629738503,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2014",3.21395600337624,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2015",2.67642369220064,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2016",2.87197797224907,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2017",3.2705683752736,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2018",2.67087379581606,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2019",2.63518420050157,
"POL","VAACTY","AGRFORTFISH","PC_VA","A","2020",2.84257143415168,
"POL","VAACTY","CONSTR","PC_VA","A","1995",8.31378424376236,
"POL","VAACTY","CONSTR","PC_VA","A","1996",8.53338527094854,
"POL","VAACTY","CONSTR","PC_VA","A","1997",8.88950597464356,
"POL","VAACTY","CONSTR","PC_VA","A","1998",9.57161956400639,
"POL","VAACTY","CONSTR","PC_VA","A","1999",9.20901164799493,
"POL","VAACTY","CONSTR","PC_VA","A","2000",8.20370242141612,
"POL","VAACTY","CONSTR","PC_VA","A","2001",8.05130544789362,
"POL","VAACTY","CONSTR","PC_VA","A","2002",7.41773960807518,
"POL","VAACTY","CONSTR","PC_VA","A","2003",6.82977933837685,
"POL","VAACTY","CONSTR","PC_VA","A","2004",7.17783932980984,
"POL","VAACTY","CONSTR","PC_VA","A","2005",7.57838070084541,
"POL","VAACTY","CONSTR","PC_VA","A","2006",7.65001669726944,
"POL","VAACTY","CONSTR","PC_VA","A","2007",7.80769538776522,
"POL","VAACTY","CONSTR","PC_VA","A","2008",8.20032579824582,
"POL","VAACTY","CONSTR","PC_VA","A","2009",8.54002407537267,
"POL","VAACTY","CONSTR","PC_VA","A","2010",8.40448947465165,
"POL","VAACTY","CONSTR","PC_VA","A","2011",8.70077955843925,
"POL","VAACTY","CONSTR","PC_VA","A","2012",7.94672505728002,
"POL","VAACTY","CONSTR","PC_VA","A","2013",7.36685227958865,
"POL","VAACTY","CONSTR","PC_VA","A","2014",7.81078550327073,
"POL","VAACTY","CONSTR","PC_VA","A","2015",8.00067332987908,
"POL","VAACTY","CONSTR","PC_VA","A","2016",7.01317570994608,
"POL","VAACTY","CONSTR","PC_VA","A","2017",7.05271741462926,
"POL","VAACTY","CONSTR","PC_VA","A","2018",7.6459421948638,
"POL","VAACTY","CONSTR","PC_VA","A","2019",7.43746230278404,
"POL","VAACTY","CONSTR","PC_VA","A","2020",7.20166598308627,
"POL","VAACTY","INDUSENRG","PC_VA","A","1995",29.644962248901,
"POL","VAACTY","INDUSENRG","PC_VA","A","1996",28.0160445119399,
"POL","VAACTY","INDUSENRG","PC_VA","A","1997",26.7221031439555,
"POL","VAACTY","INDUSENRG","PC_VA","A","1998",25.5761874698258,
"POL","VAACTY","INDUSENRG","PC_VA","A","1999",25.1390056984331,
"POL","VAACTY","INDUSENRG","PC_VA","A","2000",24.2371922049849,
"POL","VAACTY","INDUSENRG","PC_VA","A","2001",22.7538394891331,
"POL","VAACTY","INDUSENRG","PC_VA","A","2002",22.7780832470421,
"POL","VAACTY","INDUSENRG","PC_VA","A","2003",24.3323950983137,
"POL","VAACTY","INDUSENRG","PC_VA","A","2004",25.3439280374353,
"POL","VAACTY","INDUSENRG","PC_VA","A","2005",25.0089894688229,
"POL","VAACTY","INDUSENRG","PC_VA","A","2006",25.1683863609448,
"POL","VAACTY","INDUSENRG","PC_VA","A","2007",25.0377494478691,
"POL","VAACTY","INDUSENRG","PC_VA","A","2008",24.6567928577606,
"POL","VAACTY","INDUSENRG","PC_VA","A","2009",24.7040256453629,
"POL","VAACTY","INDUSENRG","PC_VA","A","2010",24.3942367060428,
"POL","VAACTY","INDUSENRG","PC_VA","A","2011",24.9611384083397,
"POL","VAACTY","INDUSENRG","PC_VA","A","2012",25.343923587684,
"POL","VAACTY","INDUSENRG","PC_VA","A","2013",24.6137247680295,
"POL","VAACTY","INDUSENRG","PC_VA","A","2014",25.1379510445242,
"POL","VAACTY","INDUSENRG","PC_VA","A","2015",25.9548017932101,
"POL","VAACTY","INDUSENRG","PC_VA","A","2016",26.4054201970859,
"POL","VAACTY","INDUSENRG","PC_VA","A","2017",25.2299680977382,
"POL","VAACTY","INDUSENRG","PC_VA","A","2018",24.9477518490085,
"POL","VAACTY","INDUSENRG","PC_VA","A","2019",24.3861305990286,
"POL","VAACTY","INDUSENRG","PC_VA","A","2020",24.2466455733286,
"POL","VAACTY","MFG","PC_VA","A","1995",21.9659484429725,
"POL","VAACTY","MFG","PC_VA","A","1996",20.8283874160071,
"POL","VAACTY","MFG","PC_VA","A","1997",20.0050764945287,
"POL","VAACTY","MFG","PC_VA","A","1998",19.5411668585435,
"POL","VAACTY","MFG","PC_VA","A","1999",19.097925069229,
"POL","VAACTY","MFG","PC_VA","A","2000",18.0864099036311,
"POL","VAACTY","MFG","PC_VA","A","2001",16.3583609544356,
"POL","VAACTY","MFG","PC_VA","A","2002",16.2181850659953,
"POL","VAACTY","MFG","PC_VA","A","2003",17.6107293716683,
"POL","VAACTY","MFG","PC_VA","A","2004",18.5746584952709,
"POL","VAACTY","MFG","PC_VA","A","2005",18.2174314129377,
"POL","VAACTY","MFG","PC_VA","A","2006",18.60139830296,
"POL","VAACTY","MFG","PC_VA","A","2007",18.7004734480273,
"POL","VAACTY","MFG","PC_VA","A","2008",18.4511119848995,
"POL","VAACTY","MFG","PC_VA","A","2009",18.3969677511533,
"POL","VAACTY","MFG","PC_VA","A","2010",17.43371285021,
"POL","VAACTY","MFG","PC_VA","A","2011",17.8678982168019,
"POL","VAACTY","MFG","PC_VA","A","2012",18.1466730287951,
"POL","VAACTY","MFG","PC_VA","A","2013",17.6277737539586,
"POL","VAACTY","MFG","PC_VA","A","2014",18.6607802278962,
"POL","VAACTY","MFG","PC_VA","A","2015",19.6975897794031,
"POL","VAACTY","MFG","PC_VA","A","2016",20.3411069880282,
"POL","VAACTY","MFG","PC_VA","A","2017",19.1495972875925,
"POL","VAACTY","MFG","PC_VA","A","2018",19.1053802943985,
"POL","VAACTY","MFG","PC_VA","A","2019",18.786159566363,
"POL","VAACTY","MFG","PC_VA","A","2020",18.2047713911838,
"POL","VAACTY","OTHSERVACT","PC_VA","A","1995",3.05425775885294,
"POL","VAACTY","OTHSERVACT","PC_VA","A","1996",3.12652160982042,
"POL","VAACTY","OTHSERVACT","PC_VA","A","1997",2.75996424759409,
"POL","VAACTY","OTHSERVACT","PC_VA","A","1998",2.92624503286664,
"POL","VAACTY","OTHSERVACT","PC_VA","A","1999",3.07523246269726,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2000",2.1787627084456,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2001",2.24547687959022,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2002",2.39894161877622,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2003",2.36925554333453,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2004",2.10633961697188,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2005",2.29590459330264,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2006",2.24191516080057,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2007",2.17243851302392,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2008",2.35040163059615,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2009",2.33224014280999,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2010",2.20828862344877,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2011",2.10761425453361,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2012",2.35894924718678,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2013",2.29047349778812,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2014",2.29393068157839,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2015",2.33744339898925,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2016",2.35232374428031,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2017",2.23779345073747,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2018",2.25724933000697,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2019",2.25404550649186,
"POL","VAACTY","OTHSERVACT","PC_VA","A","2020",2.19375598132849,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","1995",24.2615701040209,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","1996",25.1616689871902,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","1997",25.2475333443252,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","1998",25.1608051398225,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","1999",25.7428946556754,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2000",26.2961335015249,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2001",26.5630329625413,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2002",26.7556652143696,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2003",25.7843595641695,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2004",25.2233684470713,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2005",25.5789160481261,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2006",25.8978383170859,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2007",25.5022244435032,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2008",25.1716147163799,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2009",25.539437792423,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2010",25.8646747660292,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2011",25.3050398649405,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2012",26.0895029053875,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2013",26.3405821409061,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2014",25.2469534711965,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2015",25.3042499881103,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2016",25.152236517691,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2017",25.8064977611193,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2018",26.1100780519004,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2019",25.9240282054538,
"POL","VAACTY","WHLEHTELTRANSP","PC_VA","A","2020",24.887111579852,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","1996",5.1549463036041,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","1997",-8.22354867007646,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","1998",-3.93061093069914,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","1999",6.00572358180411,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2000",-5.05922863217205,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2001",-2.63313135542808,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2002",4.04534954400432,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2003",-2.15986968365849,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2004",5.92815919973232,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2005",-5.37199263590793,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2006",2.7245263232418,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2007",-4.37527561013824,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2008",3.7038350863057,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2009",-3.3321605440005,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2010",0.616015850437463,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2011",0.927088915684174,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2012",-0.474289499119858,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2013",3.08676400507393,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2014",-0.020863259126793,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2015",5.11569257962248,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2016",-1.18783957189351,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2017",2.02705701784099,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2018",-1.05960275009769,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2019",3.33560899722934,
"PRT","VAACTY","AGRFORTFISH","AGRWTH","A","2020",-5.94409231253123,"E"
"PRT","VAACTY","CONSTR","AGRWTH","A","1996",1.72943498880351,
"PRT","VAACTY","CONSTR","AGRWTH","A","1997",7.17722449177353,
"PRT","VAACTY","CONSTR","AGRWTH","A","1998",5.33654091266828,
"PRT","VAACTY","CONSTR","AGRWTH","A","1999",2.55710056822602,
"PRT","VAACTY","CONSTR","AGRWTH","A","2000",6.52304978828666,
"PRT","VAACTY","CONSTR","AGRWTH","A","2001",2.43406258843488,
"PRT","VAACTY","CONSTR","AGRWTH","A","2002",-4.36394789531337,
"PRT","VAACTY","CONSTR","AGRWTH","A","2003",-8.04363874429336,
"PRT","VAACTY","CONSTR","AGRWTH","A","2004",-0.069232335902086,
"PRT","VAACTY","CONSTR","AGRWTH","A","2005",-3.55224577511789,
"PRT","VAACTY","CONSTR","AGRWTH","A","2006",-2.46134811967121,
"PRT","VAACTY","CONSTR","AGRWTH","A","2007",1.76753906264764,
"PRT","VAACTY","CONSTR","AGRWTH","A","2008",-4.39198622683384,
"PRT","VAACTY","CONSTR","AGRWTH","A","2009",-11.0320280927178,
"PRT","VAACTY","CONSTR","AGRWTH","A","2010",-6.45094865987256,
"PRT","VAACTY","CONSTR","AGRWTH","A","2011",-6.50325616297968,
"PRT","VAACTY","CONSTR","AGRWTH","A","2012",-15.2306974555239,
"PRT","VAACTY","CONSTR","AGRWTH","A","2013",-6.5413590894058,
"PRT","VAACTY","CONSTR","AGRWTH","A","2014",-8.25616638616373,
"PRT","VAACTY","CONSTR","AGRWTH","A","2015",-0.01617185120711,
"PRT","VAACTY","CONSTR","AGRWTH","A","2016",1.84654333999933,
"PRT","VAACTY","CONSTR","AGRWTH","A","2017",5.28318610252794,
"PRT","VAACTY","CONSTR","AGRWTH","A","2018",3.64305811409192,
"PRT","VAACTY","CONSTR","AGRWTH","A","2019",4.9819450867653,
"PRT","VAACTY","CONSTR","AGRWTH","A","2020",3.02169983780086,"E"
"PRT","VAACTY","INDUSENRG","AGRWTH","A","1996",10.2113041849189,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","1997",6.00473474900073,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","1998",3.45325115252267,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","1999",1.83944649115704,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2000",2.87448674638923,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2001",1.95557198614364,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2002",-0.606257938805679,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2003",0.808719175219267,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2004",1.27892409392185,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2005",-2.0403015462705,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2006",1.72320223894411,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2007",2.23962787993547,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2008",-1.95457295135226,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2009",-7.29116581622157,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2010",4.55959442903074,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2011",-0.124850118136596,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2012",-2.91007419100717,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2013",-1.03098407001704,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2014",2.28582577043151,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2015",2.56096916699416,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2016",1.109198497167,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2017",3.88542543224632,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2018",4.53801244491376,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2019",0.476921367628106,
"PRT","VAACTY","INDUSENRG","AGRWTH","A","2020",-7.40605092313474,"E"
"PRT","VAACTY","MFG","AGRWTH","A","1996",11.2684022693061,
"PRT","VAACTY","MFG","AGRWTH","A","1997",6.37416196776069,
"PRT","VAACTY","MFG","AGRWTH","A","1998",2.52035846264658,
"PRT","VAACTY","MFG","AGRWTH","A","1999",1.18463582047932,
"PRT","VAACTY","MFG","AGRWTH","A","2000",2.1961934582279,
"PRT","VAACTY","MFG","AGRWTH","A","2001",1.51841999929021,
"PRT","VAACTY","MFG","AGRWTH","A","2002",-0.54739039493817,
"PRT","VAACTY","MFG","AGRWTH","A","2003",-1.09560219882561,
"PRT","VAACTY","MFG","AGRWTH","A","2004",0.625917887000609,
"PRT","VAACTY","MFG","AGRWTH","A","2005",-1.18797674805386,
"PRT","VAACTY","MFG","AGRWTH","A","2006",1.10413143466361,
"PRT","VAACTY","MFG","AGRWTH","A","2007",2.21895507595517,
"PRT","VAACTY","MFG","AGRWTH","A","2008",-2.42661581639398,
"PRT","VAACTY","MFG","AGRWTH","A","2009",-10.7516870601115,
"PRT","VAACTY","MFG","AGRWTH","A","2010",7.06347883017427,
"PRT","VAACTY","MFG","AGRWTH","A","2011",0.584887730934793,
"PRT","VAACTY","MFG","AGRWTH","A","2012",-3.47766159807985,
"PRT","VAACTY","MFG","AGRWTH","A","2013",0.786192317051965,
"PRT","VAACTY","MFG","AGRWTH","A","2014",2.70844628634289,
"PRT","VAACTY","MFG","AGRWTH","A","2015",2.83259967143606,
"PRT","VAACTY","MFG","AGRWTH","A","2016",2.07649937535363,
"PRT","VAACTY","MFG","AGRWTH","A","2017",6.02284403355614,
"PRT","VAACTY","MFG","AGRWTH","A","2018",3.56065285522934,
"PRT","VAACTY","MFG","AGRWTH","A","2019",0.567952951902303,
"PRT","VAACTY","MFG","AGRWTH","A","2020",-8.00223759682102,"E"
"PRT","VAACTY","OTHSERVACT","AGRWTH","A","1996",4.40772118047905,
"PRT","VAACTY","OTHSERVACT","AGRWTH","A","1997",6.60974258253337,
"PRT","VAACTY","OTHSERVACT","AGRWTH","A","1998",-3.09252438514419,
"PRT","VAACTY","OTHSERVACT","AGRWTH","A","1999",1.01051020382075,
"PRT","VAACTY","OTHSERVACT","AGRWTH","A","2000",8.90900009393437,
"PRT","VAACTY","OTHSERVACT","AGRWTH","A","2001",-4.03067929364596,
"PRT","VAACTY","OTHSERVACT","AGRWTH","A","2002",2.14483891912604,
"PRT","VAACTY","OTHSERVACT","AGRWTH","A","2003",0.812787319948804,
